#t	I	B	f
43.901	1.035	531	NAN	
44.001	1.0035	520	NAN	
44.101	0.996	514	NAN	
44.201	0.9735	507.5	NAN	
44.301	0.939	497	NAN	
44.401	0.9195	489	NAN	
44.501	0.9045	482.5	NAN	
44.601	0.8895	476	NAN	
44.701	0.87	470.5	NAN	
44.801	0.8475	461.5	NAN	
44.901	0.831	455	NAN	
45.001	0.8205	451	NAN	
45.101	0.798	443.5	NAN	
45.201	0.789	438.5	NAN	
45.301	0.7785	433.5	NAN	
45.401	0.756	427.5	NAN	
45.501	0.741	420.5	NAN	
45.601	0.732	416.5	NAN	
45.701	0.7125	409	NAN	
45.801	0.6975	404	NAN	
45.901	0.684	397.5	NAN	
46.001	0.675	393	NAN	
46.101	0.6555	386.5	NAN	
46.201	0.624	377	NAN	
46.301	0.606	368	NAN	
46.401	0.5805	356	NAN	
46.501	0.5535	346	NAN	
46.601	0.5265	335	NAN	
46.701	0.5025	322.5	NAN	
46.801	0.48	312.5	NAN	
46.901	0.4575	303.5	NAN	
47.001	0.429	291	NAN	
47.101	0.4155	282.5	NAN	
47.201	0.3975	273.5	NAN	
47.301	0.369	260.5	NAN	
47.401	0.357	254	NAN	
47.501	0.354	250.5	NAN	
47.601	0.348	248	NAN	
47.701	0.3465	245.5	NAN	
47.801	0.339	242.5	NAN	
47.901	0.3375	240.5	NAN	
48.001	0.324	237.5	NAN	
48.101	0.312	230	NAN	
48.201	0.294	223.5	NAN	
48.301	0.282	217	NAN	
48.401	0.249	203.5	NAN	
48.501	0.228	192.5	NAN	
48.601	0.204	181	NAN	
48.701	0.189	171.5	NAN	
48.801	0.18	166.5	NAN	
48.901	0.1605	159	NAN	
49.001	0.15	151	NAN	
49.101	0.135	145	NAN	
49.201	0.123	138	NAN	
49.301	0.1095	130.5	NAN	
49.401	0.099	126	NAN	
49.501	0.081	117	NAN	
49.601	0.054	105	NAN	
49.701	0.036	95.5	NAN	
49.801	0.0225	88	NAN	
49.901	0	77.5	NAN	
50.001	0.0015	74	NAN	
50.101	0.0015	72.5	NAN	
50.201	-0.0015	71.5	NAN	
50.301	0	71.5	NAN	
50.401	0	70.5	NAN	
50.501	-0.0015	70.5	NAN	
50.601	0	70.5	NAN	
50.701	0	70	NAN	
50.801	0	70	NAN	
50.901	0	70	NAN	
51.001	0	70	NAN	
51.101	0.003	70	NAN	
