 H B
200 4483.450173718224 0.733
201 4490.027373186523 0.7345
202 4504.466207874946 0.736
203 4533.535804779927 0.74
204 4562.509437920842 0.7435
205 4593.247325633914 0.748
206 4622.316922538896 0.752
207 4640.092338843502 0.7545000000000001
208 4649.910156163917 0.7565000000000001
209 4670.830226556574 0.759
210 4691.846260713297 0.762
211 4719.247566810187 0.7655000000000001
212 4746.7448366711415 0.7695
213 4753.322036139441 0.771
214 4758.134981035582 0.7715
215 4763.139853459856 0.773
216 4762.947925931723 0.772
217 4764.616216739814 0.7725
218 4777.57868814828 0.7745
219 4780.819306000396 0.775
220 4782.391633044421 0.775
221 4788.872868748654 0.776
222 4792.113486600771 0.7765
223 4806.64828505326 0.7785
224 4819.51479269766 0.78
225 4833.953627386084 0.7815
226 4859.782606438948 0.785
227 4901.622747224263 0.79
228 4964.382958402233 0.7975
229 4987.259210895179 0.802
230 5000.221682303645 0.804
231 5034.008260340701 0.808
232 5077.516691934106 0.8135
233 5103.441634751037 0.8175
234 5119.644724011619 0.8200000000000001
235 5158.14828318075 0.8240000000000001
236 5193.699115789963 0.8290000000000001
237 5254.886999923909 0.8365
238 5283.95659682889 0.8405
239 5303.4003039415875 0.8435
240 5319.603393202169 0.846
241 5338.951136550801 0.8485
242 5343.860045211008 0.8495
243 5351.913607959266 0.8505
244 5367.9247696917155 0.852
245 5396.994366596697 0.856
246 5430.684980869686 0.8595
247 5450.032724218318 0.862
248 5472.717049183133 0.8655
249 5495.113482855749 0.8675
250 5514.557189968447 0.8705
251 5524.279043524795 0.872
252 5541.9584960653365 0.874
253 5558.065621561851 0.876
254 5578.889728190443 0.878
255 5627.019177151857 0.883
256 5665.714663849121 0.888
257 5680.345426065677 0.8905000000000001
258 5702.9337872664255 0.8935000000000001
259 5715.800294910825 0.895
260 5727.094475511198 0.8965
261 5768.7426887683805 0.9005
262 5784.945778028962 0.903
263 5799.480576481453 0.905
264 5818.732356066019 0.907
265 5830.0265366663925 0.9085
266 5846.037698398843 0.91
267 5871.770713687641 0.913
268 5892.690784080298 0.9155
269 5903.984964680672 0.917
270 5913.610854472954 0.918
271 5937.675578953662 0.9205
272 5950.542086598061 0.922
273 5977.847428930885 0.925
274 6005.152771263708 0.928
275 6021.259896760224 0.93
276 6035.698731448649 0.9315
277 6058.19112888533 0.934
278 6064.768328353629 0.9355
279 6072.72592733782 0.936
280 6085.59243498222 0.9375
281 6096.790651818528 0.9385
282 6101.603596714669 0.9390000000000001
283 6117.614758447119 0.9405
284 6125.764284959443 0.9420000000000001
285 6128.908939047493 0.9420000000000001
286 6140.203119647867 0.9435
287 6148.16071863206 0.9440000000000001
288 6165.8401711726 0.9460000000000001
289 6178.706678816999 0.9475
290 6197.958458401565 0.9495
291 6217.21023798613 0.9515
292 6233.221399718581 0.9530000000000001
293 6252.473179303146 0.9550000000000001
294 6263.76735990352 0.9565
295 6276.537903783853 0.9575
296 6281.446812444061 0.9585
297 6287.8320843842275 0.9590000000000001
298 6295.789683368419 0.9595
299 6307.083863968793 0.961
300 6313.469135908959 0.9615
301 6316.709753761076 0.962
302 6340.5825507136515 0.9635
303 6372.796801706682 0.9675
304 6372.892765470748 0.968
305 6371.320438426723 0.968
306 6376.037419558798 0.968
307 6368.079820574607 0.9675
308 6341.158333298048 0.9665
309 6302.942665421113 0.964
310 6229.751947519362 0.9595
311 6185.055043938196 0.9560000000000001
312 6154.796975045454 0.9540000000000001
313 6137.21348626898 0.9525
314 6118.057670448479 0.9510000000000001
315 6102.142472480096 0.9500000000000001
316 6082.986656659596 0.9485
317 6071.788439823288 0.9475
318 6049.487969914739 0.9460000000000001
319 6027.091536242122 0.9440000000000001
320 6006.363393377596 0.9425
321 5991.924558689172 0.9410000000000001
322 5966.383470928506 0.9390000000000001
323 5958.425871944314 0.9385
324 5945.559364299916 0.937
325 5918.445949495223 0.935
326 5889.66424388244 0.9325
327 5864.123156121774 0.9305
328 5851.256648477375 0.929
329 5835.245486744925 0.9275
330 5811.2767260282835 0.9255
331 5784.067347459526 0.923
332 5763.243240830935 0.921
333 5739.274480114294 0.919
334 5713.637428589562 0.9165
335 5686.332086256738 0.9135
336 5673.561542376405 0.9125
337 5662.363325540096 0.9115
338 5657.454416879889 0.9105
339 5654.213799027773 0.91
340 5649.400854131631 0.9095
341 5635.153946971339 0.909
342 5614.233876578683 0.9065
343 5599.795041890258 0.905
344 5578.970935261666 0.903
345 5556.574501589051 0.901
346 5537.226758240418 0.8985
347 5521.215596507969 0.897
348 5495.5785449832365 0.8945000000000001
349 5471.417856738464 0.8915000000000001
350 5445.780805213732 0.889
351 5434.486624613357 0.8875000000000001
352 5420.047789924933 0.886
353 5392.742447592109 0.883
354 5349.521907290902 0.879
355 5326.933546090153 0.876
356 5288.429986921022 0.872
357 5256.215735927991 0.868
358 5219.2845038028845 0.864
359 5199.840796690187 0.861
360 5188.546616089812 0.8595
361 5170.867163549272 0.8575
362 5157.904692140806 0.8555
363 5149.947093156615 0.855
364 5135.412294704125 0.853
365 5130.503386043916 0.852
366 5124.1181141037505 0.8515
367 5124.022150339684 0.851
368 5119.305169207609 0.851
369 5088.855172786734 0.848
370 5055.068594749679 0.844
371 5014.896744772455 0.8395
372 4992.212419807642 0.836
373 4974.437003503035 0.8335
374 4945.46337036212 0.8300000000000001
375 4895.761594356681 0.8250000000000001
376 4855.397816851326 0.8195
377 4824.6599291382545 0.8150000000000001
378 4819.65505671398 0.8135
379 4813.173821009748 0.8125
380 4798.734986321324 0.811
381 4779.387242972692 0.8085
382 4758.4671725800345 0.806
383 4723.108267498954 0.802
384 4698.755651726047 0.798
385 4682.648526229533 0.796
386 4656.819547176668 0.7925
387 4632.658858931894 0.7895
388 4616.455769671314 0.787
389 4593.963372234631 0.7845
390 4564.89377532965 0.7805
391 4556.64828505326 0.7785
392 4535.728214660603 0.776
393 4506.754581519688 0.7725
394 4485.738547362966 0.7695
395 4459.909568310101 0.766
396 4416.401136716697 0.7605000000000001
397 4382.518594915574 0.756
398 4359.738306186694 0.752
399 4332.337000089805 0.7485
400 4311.320965933081 0.7455
401 4301.503148612666 0.7435
402 4288.636640968267 0.742
403 4278.914787411919 0.7405
404 4230.689374686437 0.735
405 4170.977853832451 0.727
406 4125.705167666889 0.7205
407 4078.860154457301 0.714
408 4044.7856851280476 0.7085
409 4030.0589591474245 0.7055
410 3997.8447081543936 0.7015
411 3954.240312796923 0.6955
412 3915.352898571527 0.6895
413 3867.0315220819803 0.6835
414 3826.3798532844276 0.6765
415 3786.016075779073 0.671
416 3763.235787050193 0.667
417 3695.566667212014 0.6585
418 3671.022123910977 0.6535
419 3646.765471902138 0.65
420 3630.562382641556 0.6475
421 3596.5838770763676 0.6425
422 3588.3383867999783 0.6405
423 3580.1888602876543 0.639
424 3559.268789894998 0.6365000000000001
425 3525.386248093875 0.632
426 3492.9800695727126 0.627
427 3436.5091665708424 0.6195
428 3420.018186018063 0.6155
429 3394.189206965198 0.612
430 3350.584811607727 0.606
431 3300.403216781958 0.5985
432 3242.1680592079297 0.59
433 3191.98646438216 0.5825
434 3136.799997132117 0.5735
435 3088.286693114438 0.5665
436 3036.3408437165117 0.558
437 2979.678013186509 0.5495
438 2927.8281275526483 0.5415
439 2856.630498570156 0.531
440 2786.9092328676224 0.52
441 2759.028107950403 0.514
442 2713.7554217848406 0.5075000000000001
443 2642.5577928023476 0.497
444 2595.424888300562 0.489
445 2558.013837355126 0.4825
446 2520.6027864096895 0.47600000000000003
447 2481.8113359483596 0.47050000000000003
448 2428.197195742342 0.4615
449 2389.2138177528805 0.455
450 2364.861201979975 0.451
451 2316.25193419823 0.4435
452 2290.135063853168 0.4385
453 2262.4458664640806 0.4335
454 2218.8414711066093 0.4275
455 2179.7621293530815 0.4205
456 2156.9818406242016 0.4165
457 2111.517226930507 0.40900000000000003
458 2079.111048409344 0.404
459 2043.2723245079328 0.3975
460 2018.8237449709618 0.393
461 1976.6957128934498 0.3865
462 1911.9793196151895 0.377
463 1863.082160541247 0.368
464 1796.3136213986318 0.356
465 1734.6459184443563 0.34600000000000003
466 1669.6416338738982 0.335
467 1602.7771309672169 0.3225
468 1545.8264091450167 0.3125
469 1492.2122689389985 0.3035
470 1420.630784900242 0.291
471 1378.1188977664663 0.28250000000000003
472 1329.2217386925238 0.2735
473 1255.9719638456759 0.2605
474 1221.7055669882898 0.254
475 1206.8828772436013 0.2505
476 1192.252115027045 0.248
477 1182.338333942564 0.2455
478 1164.4669538738915 0.2425
479 1156.2214635975017 0.2405
480 1132.0607753527286 0.23750000000000002
481 1094.45779687916 0.23
482 1053.902091845673 0.2235
483 1019.635694988287 0.217
484 940.0006482012727 0.20350000000000001
485 881.2856718069152 0.1925
486 817.7577505164163 0.181
487 770.336954722433 0.1715
488 744.2200843773705 0.1665
489 698.7554706836763 0.159
490 661.0565284460419 0.151
491 625.3137683086965 0.145
492 589.3790806432193 0.138
493 550.2037751256256 0.1305
494 524.1828685446292 0.126
495 475.28570947068675 0.117
496 406.9448432840463 0.105
497 356.37939340201274 0.0955
498 317.2040878844191 0.088
499 258.5850752541277 0.0775
500 248.47936664151476 0.074
501 243.4744942172413 0.0725
502 236.99325851300878 0.07150000000000001
503 238.56558555703393 0.07150000000000001
504 235.2290039408516 0.07050000000000001
505 233.65667689682647 0.07050000000000001
506 235.2290039408516 0.07050000000000001
507 233.56071313276047 0.07
508 233.56071313276047 0.07
509 233.56071313276047 0.07
510 233.56071313276047 0.07
511 236.70536722081079 0.07
512 233.56071313276047 0.07
513 233.56071313276047 0.07
514 233.56071313276047 0.07
515 233.56071313276047 0.07
516 231.98838608873533 0.07
517 233.56071313276047 0.07
518 231.89242232466933 0.0695
519 233.56071313276047 0.07
520 233.56071313276047 0.07
521 233.56071313276047 0.07
522 231.98838608873533 0.07
523 231.98838608873533 0.07
524 233.56071313276047 0.07
525 231.98838608873533 0.07
526 233.56071313276047 0.07
527 233.56071313276047 0.07
528 231.89242232466933 0.0695
529 233.56071313276047 0.07
530 231.98838608873533 0.07
531 233.46474936869447 0.0695
532 233.56071313276047 0.07
533 233.56071313276047 0.07
534 231.98838608873533 0.07
535 199.87009885977022 0.0665
536 152.54526682985286 0.0575
537 69.76556595478814 0.044
538 -23.21580729695542 0.0265
539 -65.63173066666533 0.0185
540 -101.56641833214266 0.0115
541 -129.35157948529618 0.006
542 -165.0943396226415 0.0
543 -197.7884094360025 -0.006500000000000001
544 -233.62713333741385 -0.013000000000000001
545 -264.6529123426837 -0.019
546 -285.8608740275386 -0.023
547 -310.3094535645099 -0.0275
548 -331.51741524936483 -0.0315
549 -360.7789396824776 -0.0365
550 -396.7136273479549 -0.043500000000000004
551 -440.50995023355796 -0.0505
552 -481.3535465592428 -0.0585
553 -509.04274394833027 -0.0635
554 -538.3042683814431 -0.0685
555 -577.3836101349706 -0.0755
556 -605.1687712881242 -0.081
557 -627.9490600170043 -0.085
558 -653.9699665980007 -0.0895
559 -680.0868369430631 -0.0945
560 -696.4818537317766 -0.098
561 -719.2621424606567 -0.10200000000000001
562 -750.1919577018606 -0.1075
563 -790.8436264994134 -0.1145
564 -823.4417325487084 -0.1205
565 -839.8367493374219 -0.124
566 -854.4675115539783 -0.1265
567 -865.9536196824843 -0.129
568 -882.2526727071318 -0.132
569 -893.6428170715718 -0.134
570 -935.8668129131497 -0.14100000000000001
571 -968.4649189624447 -0.147
572 -997.7264433955575 -0.152
573 -1019.0303688444784 -0.1565
574 -1038.5700397212422 -0.16
575 -1067.7356003902892 -0.1645
576 -1096.997124823402 -0.1695
577 -1115.0604324202063 -0.17350000000000002
578 -1136.2683941050614 -0.1775
579 -1165.5299185381741 -0.1825
580 -1188.40617103112 -0.187
581 -1203.1328970117424 -0.19
582 -1217.7636592282988 -0.1925
583 -1232.3944214448552 -0.195
584 -1252.030056085685 -0.199
585 -1273.142054006474 -0.2025
586 -1297.4946697793794 -0.20650000000000002
587 -1315.462013612118 -0.21
588 -1336.5740115329068 -0.2135
589 -1367.4078630100448 -0.2185
590 -1388.6158246948999 -0.2225
591 -1408.2514593357296 -0.2265
592 -1435.8446929607512 -0.231
593 -1463.4379265857726 -0.23550000000000001
594 -1489.650760694901 -0.241
595 -1507.5221407635736 -0.244
596 -1535.1153743885952 -0.2485
597 -1561.1362809695916 -0.253
598 -1587.2531513146541 -0.258
599 -1621.3276206439082 -0.2635
600 -1670.0328521897188 -0.2715
601 -1705.87157609113 -0.278
602 -1725.50721073196 -0.28200000000000003
603 -1751.6240810770223 -0.28700000000000003
604 -1787.2708774503017 -0.2925
605 -1818.2006926915055 -0.298
606 -1837.8363273323353 -0.302
607 -1873.4831237056146 -0.3075
608 -1910.9901384151171 -0.3145
609 -1933.8663909080633 -0.319
610 -1966.2725694292262 -0.324
611 -2039.1384892198103 -0.335
612 -2104.238737554334 -0.34650000000000003
613 -2146.654660924044 -0.3545
614 -2177.6804399293137 -0.3605
615 -2205.3696373184016 -0.3655
616 -2262.1284316124697 -0.3745
617 -2299.539482557906 -0.381
618 -2330.565261563176 -0.387
619 -2346.9602783518894 -0.3905
620 -2369.644603316704 -0.394
621 -2389.184274193468 -0.3975
622 -2423.258743522722 -0.403
623 -2475.1086291565825 -0.41100000000000003
624 -2522.145569894302 -0.4185
625 -2553.171348899572 -0.4245
626 -2584.101164140776 -0.43
627 -2626.2291962182876 -0.4365
628 -2671.693809911982 -0.444
629 -2697.810680257044 -0.449
630 -2731.885149586298 -0.4545
631 -2774.0131816638104 -0.461
632 -2819.477795357505 -0.4685
633 -2855.22055549485 -0.47450000000000003
634 -2910.311058980827 -0.483
635 -2949.3904007343544 -0.49
636 -2985.1331608717 -0.496
637 -3038.555373549586 -0.504
638 -3080.8753331552302 -0.5115000000000001
639 -3144.019399389465 -0.521
640 -3171.8045605426187 -0.5265
641 -3204.210739063781 -0.5315
642 -3248.0070619493845 -0.5385
643 -3274.123932294447 -0.5435
644 -3303.289492963494 -0.548
645 -3324.401490884283 -0.5515
646 -3350.3264337012133 -0.5555
647 -3398.8397377188917 -0.5625
648 -3437.8231157083537 -0.5690000000000001
649 -3460.6034044372336 -0.5730000000000001
650 -3489.76896510628 -0.5775
651 -3517.3621987313018 -0.582
652 -3546.5277594003483 -0.5865
653 -3577.2656471134205 -0.591
654 -3600.0459358423004 -0.595
655 -3632.3561505993976 -0.5995
656 -3648.751167388111 -0.603
657 -3690.591308173425 -0.608
658 -3734.387631059028 -0.615
659 -3747.542029995625 -0.618
660 -3763.7451192562066 -0.6205
661 -3781.6164993248794 -0.6235
662 -3800.964242673511 -0.626
663 -3812.4503508020175 -0.6285000000000001
664 -3825.412822210483 -0.6305000000000001
665 -3835.038712002766 -0.6315000000000001
666 -3857.72303696758 -0.635
667 -3870.6855083760447 -0.637
668 -3878.9309986524345 -0.639
669 -3885.412234356667 -0.64
670 -3890.2251792528086 -0.6405
671 -3898.3747057651326 -0.642
672 -3909.6688863655063 -0.6435
673 -3927.444302670113 -0.646
674 -3943.5514281666287 -0.648
675 -3961.422808235301 -0.651
676 -3969.572334747625 -0.6525
677 -3979.294188303974 -0.654
678 -4005.027203592773 -0.657
679 -4013.272693869162 -0.659
680 -4018.1816025293692 -0.66
681 -4029.475783129744 -0.6615
682 -4055.2087984185423 -0.6645
683 -4085.850722367548 -0.6685
684 -4113.4439559925695 -0.673
685 -4140.941225853525 -0.677
686 -4168.438495714481 -0.681
687 -4200.748710471578 -0.6855
688 -4226.673653288508 -0.6895
689 -4246.213324165272 -0.6930000000000001
690 -4259.175795573738 -0.6950000000000001
691 -4278.619502686435 -0.6980000000000001
692 -4301.2078638871835 -0.7010000000000001
693 -4314.170335295648 -0.7030000000000001
694 -4336.758696496397 -0.706
695 -4369.068911253494 -0.7105
696 -4401.37912601059 -0.715
697 -4444.887557603995 -0.7205
698 -4474.053118273043 -0.725
699 -4498.501697810014 -0.7295
700 -4517.849441158645 -0.732
701 -4559.68958194396 -0.737
702 -4613.111794621846 -0.745
703 -4672.7273517117665 -0.7525000000000001
704 -4722.908946537536 -0.76
705 -4766.513341895007 -0.766
706 -4803.636501548246 -0.771
707 -4836.138643833474 -0.7765
708 -4865.208240738455 -0.7805
709 -4879.934966719078 -0.7835
710 -4889.56085651136 -0.7845
711 -4913.625580992068 -0.787
712 -4949.176413601282 -0.792
713 -4971.9567023301615 -0.796
714 -4992.876772722819 -0.7985
715 -5031.476295656016 -0.803
716 -5068.503491545189 -0.8075
717 -5095.904797642078 -0.811
718 -5136.1726113833665 -0.8160000000000001
719 -5158.856936348181 -0.8195
720 -5212.087221497935 -0.8265
721 -5238.012164314865 -0.8305
722 -5247.542090343082 -0.8310000000000001
723 -5263.84114336773 -0.834
724 -5276.803614776195 -0.836
725 -5276.611687248063 -0.835
726 -5307.541502489267 -0.8405
727 -5323.360736693585 -0.841
728 -5357.147314730641 -0.845
729 -5389.64945701587 -0.8505
730 -5407.3289095564105 -0.8525
731 -5415.286508540603 -0.853
732 -5444.260141681517 -0.8565
733 -5476.282465146416 -0.8595
734 -5505.7359171076605 -0.8655
735 -5516.646242651771 -0.865
736 -5555.725584405298 -0.872
737 -5578.026054313848 -0.8735
738 -5618.48579558327 -0.8795000000000001
739 -5653.844700664351 -0.8835000000000001
740 -5666.327353252486 -0.883
741 -5687.727242465473 -0.888
742 -5699.021423065848 -0.8895000000000001
743 -5718.465130178545 -0.8925000000000001
744 -5739.001345514938 -0.893
745 -5788.8950490485095 -0.899
746 -5830.351334777561 -0.902
747 -5869.526640295153 -0.9095
748 -5887.110129071629 -0.911
749 -5909.218671452047 -0.9115
750 -5935.143614268976 -0.9155
751 -5961.164520849973 -0.92
752 -5968.834228541968 -0.919
753 -5990.042190226823 -0.923
754 -6011.058224383545 -0.926
755 -6019.207750895868 -0.9275
756 -6027.165349880061 -0.928
757 -6031.6904034840045 -0.927
758 -6039.839929996328 -0.9285
759 -6054.182800920686 -0.9295
760 -6062.140399904878 -0.93
761 -6075.102871313344 -0.932
762 -6081.392179489444 -0.932
763 -6097.883160042224 -0.936
764 -6112.321994730648 -0.9375
765 -6117.0389758627225 -0.9375
766 -6118.419375378617 -0.9365
767 -6145.916645239572 -0.9405
768 -6174.410459560157 -0.9415
769 -6210.057255933436 -0.9470000000000001
770 -6214.390382009247 -0.9450000000000001
771 -6255.0420508068 -0.9520000000000001
772 -6264.571976835017 -0.9525
773 -6272.337648291077 -0.9520000000000001
774 -6292.069246695973 -0.9565
775 -6283.343937599253 -0.9520000000000001
776 -6298.358554872073 -0.9565
777 -6312.605462032367 -0.9570000000000001
778 -6321.943460532451 -0.9565
779 -6372.12505535822 -0.964
780 -6373.889309930377 -0.965
781 -6360.447019701583 -0.9605
782 -6367.120182933947 -0.9625
783 -6316.229934940746 -0.9595
784 -6298.93433745647 -0.9595
785 -6269.768776787423 -0.9550000000000001
786 -6226.836127778413 -0.9525
787 -6173.472972045624 -0.9530000000000001
788 -6136.7336674486505 -0.9500000000000001
789 -6095.277381719599 -0.9470000000000001
790 -6037.138187909638 -0.9390000000000001
791 -5995.5859384165215 -0.9355
792 -5976.622050124154 -0.935
793 -5941.455072571205 -0.932
794 -5933.977292407342 -0.934
795 -5904.907695502363 -0.93
796 -5882.703189357879 -0.929
797 -5848.436792500492 -0.9225
798 -5829.280976679992 -0.921
799 -5802.359489403432 -0.92
800 -5796.2621087554635 -0.921
801 -5764.431712818697 -0.919
802 -5737.126370485873 -0.916
803 -5706.388482772802 -0.9115
804 -5684.088012864251 -0.91
805 -5672.889796027943 -0.909
806 -5663.359869999726 -0.9085
807 -5637.818782239059 -0.9065
808 -5599.411186833993 -0.903
809 -5567.292899605029 -0.8995
810 -5551.185774108513 -0.8975
811 -5522.212140967598 -0.894
812 -5491.474253254526 -0.8895000000000001
813 -5483.708581798466 -0.89
814 -5461.0242568336525 -0.8865000000000001
815 -5438.627823161037 -0.8845000000000001
816 -5419.567971104602 -0.8835000000000001
817 -5368.389831819203 -0.879
818 -5323.021181889575 -0.872
819 -5300.144929396629 -0.8675
820 -5274.891732928161 -0.867
821 -5250.443153391189 -0.8625
822 -5240.817263598907 -0.8615
823 -5223.425702350563 -0.861
824 -5197.788650825832 -0.8585
825 -5167.146726876826 -0.8545
826 -5136.408839163753 -0.85
827 -5100.762042790475 -0.8445
828 -5088.375353966405 -0.8455
829 -5049.200048448811 -0.838
830 -5046.439249417025 -0.84
831 -5025.423215260302 -0.837
832 -5005.979508147604 -0.834
833 -5002.834854059554 -0.834
834 -4977.005875006689 -0.8305
835 -4962.663004082331 -0.8295
836 -4938.502315837557 -0.8265
837 -4909.528682696643 -0.8230000000000001
838 -4873.785922559298 -0.8170000000000001
839 -4875.550177131455 -0.8180000000000001
840 -4856.2024337828225 -0.8155
841 -4839.999344522242 -0.8130000000000001
842 -4833.518108818009 -0.812
843 -4815.646728749336 -0.809
844 -4791.869895560827 -0.808
845 -4759.655644567796 -0.804
846 -4741.688300735057 -0.8005
847 -4733.730701750866 -0.8
848 -4719.099939534309 -0.7975
849 -4696.5115783335605 -0.7945
850 -4685.1214339691205 -0.7925
851 -4670.490671752565 -0.79
852 -4672.254926324722 -0.791
853 -4659.484382444389 -0.79
854 -4640.040675331691 -0.787
855 -4622.36122279115 -0.785
856 -4606.062169766503 -0.782
857 -4598.008607018244 -0.781
858 -4578.564899905547 -0.778
859 -4567.4626468333045 -0.7775
860 -4549.591266764632 -0.7745
861 -4525.334614755793 -0.771
