5408328826392.645 12.2 4.47
4767262256631.261 -24.2 4.47
4199140016124.6973 -46.4 4.47
3698224852071.006 -65.8 4.47
3099583415988.891 -85.0 4.47
2601456815816.8574 -102.6 4.47
2076256758215.7476 -117.2 4.47
