10 0.5278592375366569 1.9346209994952052e-13 0.5
20 0.7565982404692082 2.925843741409123e-13 0.5
30 0.8211143695014663 3.3168977785692997e-13 0.5
40 0.8563049853372434 3.5549132542875975e-13 0.5
50 0.873900293255132 3.6808892005527736e-13 0.5
60 0.8856304985337243 3.767544242638047e-13 0.5
70 0.9032258064516129 3.90163424047827e-13 0.5
80 0.9143695014662757 3.9891621144140477e-13 0.5
90 0.92316715542522 4.059717906817551e-13 0.5
100 0.9325513196480938 4.1364140702325433e-13 0.5
110 0.9395894428152493 4.194922204307684e-13 0.5
120 0.9460410557184752 4.2493059171201405e-13 0.5
130 0.9519061583577714 4.299375466243272e-13 0.5
140 0.9565982404692082 4.339866758100945e-13 0.5
150 0.9607038123167156 4.375616692811631e-13 0.5
160 0.9653958944281524 4.416842064166072e-13 0.5
170 0.9689149560117302 4.4480205269349693e-13 0.5
180 0.9718475073313783 4.474173411634784e-13 0.5
190 0.9747800586510263 4.500482339744742e-13 0.5
200 0.9782991202346042 4.532260012461648e-13 0.5
210 0.9812316715542523 4.558914692870494e-13 0.5
220 0.9835777126099706 4.580352366171565e-13 0.5
230 0.9859237536656891 4.601891699890591e-13 0.5
240 0.9882697947214076 4.623533055143666e-13 0.5
250 0.9906158357771261 4.645276793907196e-13 0.5
260 0.9935483870967742 4.672600997014167e-13 0.5
270 0.9947214076246333 4.683575788895415e-13 0.5
280 0.9970674486803519 4.705602955777194e-13 0.5
290 0.9988269794721408 4.722191395942507e-13 0.5
300 1.0 4.733282853704953e-13 0.5
