10 2.1 0.1
20 2.2 0.1
30 2.5 0.1
40 2.6 0.1
50 2.6 0.1
60 2.8 0.1
70 2.8 0.1
80 2.7 0.1
90 2.7 0.1
100 2.8 0.1
110 2.8 0.1
120 2.7 0.1
130 2.7 0.1
140 2.8 0.1
150 2.9 0.1
160 2.8 0.1
170 2.7 0.1
180 2.8 0.1
