0 17.5 11.24 7.25 0.2
1 10.42 11.26 8.25 0.2
2 10.44 11.3 9.15 0.2
3 9.72 10.72 8.4 0.2
4 14.3 7.15 6.2 0.2
5 14.39 10.25 4.5 0.2
6 11.25 12.87 6.55 0.2
7 12.25 13.9 9.22 0.2
8 12.4 12.35 7.27 0.2
9 21.82 11.65 6.04 0.2
10 9.64 11.55 8.7 0.2
11 10.95 12.75 9.52 0.2
12 11.6 14.2 9.56 0.2
13 13.01 15.27 8.62 0.2
14 12.57 13.67 6.54 0.2
15 9.88 9.2 10.12 0.2
16 10.5 9.7 10.82 0.2
17 11.6 13.18 10.92 0.2
18 13.12 13.19 9.5 0.2
19 13.22 13.12 7.4 0.2
